Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Global developmental delay	12/1102	0.0025946292050051923	0.18872513480616715	0	0	2.8004959087527896	16.675025445560987	CENPE;STAG2;ALG6;PIGN;CENPJ;DVL1;VRK1;PEX10;ATP7A;SPATA5;PIBF1;FGFRL1
Leukemia, Monocytic, Chronic	2/19	0.0029800022502311685	0.19864243565189144	0	0	27.866946778711483	162.06945917517382	HDAC2;STAG2
Feeding difficulties in infancy	5/233	0.003330051863444411	0.19864243565189144	0	0	5.329759584145549	30.40503872815268	VRK1;PEX10;ATP7A;PHF6;PIBF1
Microcephaly	5/235	0.0034536422504119835	0.19864243565189144	0	0	5.28287707997853	29.945068873656364	CENPE;CENPJ;VRK1;KIF20B;SPATA5
Mild global developmental delay	2/21	0.0036393011944989987	0.19864243565189144	0	0	24.93107769423559	140.0120247223521	CENPE;CENPJ
EMG: neuropathic changes	2/21	0.0036393011944989987	0.19864243565189144	0	0	24.93107769423559	140.0120247223521	VRK1;ATP7A
Fibromyxosarcoma	2/22	0.003992090299870151	0.19864243565189144	0	0	23.683333333333334	130.81347778542192	CREB3L2;EIF4E
Psychomotor retardation, mild	2/22	0.003992090299870151	0.19864243565189144	0	0	23.683333333333334	130.81347778542192	CENPE;CENPJ
Nonverbal	3/76	0.0043041693309780115	0.19864243565189144	0	0	9.82389833305826	53.522279126978084	PIGN;ERLIN2;SPATA5
Mental deficiency	11/1032	0.00462485413678224	0.19864243565189144	0	0	2.713979758406791	14.591197726733988	CENPE;PIGN;CENPJ;DVL1;ERCC8;VRK1;ERLIN2;ATP7A;SPATA5;PHF6;PIBF1
Curvature of little finger	4/157	0.004712892648204624	0.19864243565189144	0	0	6.300334768053563	33.753749981611634	CENPE;PIGN;CENPJ;DVL1
CONSTRICTING BANDS, CONGENITAL	2/24	0.004743270894726786	0.19864243565189144	0	0	21.528138528138527	115.19767892114507	TXNRD1;AP3B1
Severe postnatal growth retardation	2/24	0.004743270894726786	0.19864243565189144	0	0	21.528138528138527	115.19767892114507	ERCC8;FGFRL1
Thickened calvaria	2/24	0.004743270894726786	0.19864243565189144	0	0	21.528138528138527	115.19767892114507	ERCC8;PHF6
Increased thickness of cranium	2/24	0.004743270894726786	0.19864243565189144	0	0	21.528138528138527	115.19767892114507	ERCC8;PHF6
Clinodactyly of the 5th finger	4/159	0.004928120903716898	0.20031362026284572	0	0	6.218410700236035	33.037156940451545	CENPE;PIGN;CENPJ;DVL1
Prematurely aged appearance	2/25	0.005141394197766799	0.20301162232324904	0	0	20.591097308488614	108.52395740557681	CENPE;CENPJ
Absent speech	3/82	0.005322985911324366	0.20434351470695206	0	0	9.075034314473083	47.514346570317244	PIGN;ERLIN2;SPATA5
Abnormality of the palate	2/26	0.005554362126674421	0.20746293132605542	0	0	19.732142857142858	102.47240569174454	PEX10;ATP7A
Nystagmus	7/500	0.005750918762761652	0.20844014251603693	0	0	3.490564099930675	18.00571067649016	PIGN;ERCC8;AP3B1;PEX10;PHF6;PIBF1;FGFRL1
Hip Dislocation, Congenital	3/85	0.005882174788802779	0.20844014251603693	0	0	8.741698501322363	44.895866254502664	CENPE;CENPJ;AP3B1
Infant, Small for Gestational Age	5/275	0.006676281734214224	0.23066553391710143	0	0	4.491083676268861	22.496709732613294	CENPE;CENPJ;ERCC8;ATP7A;FGFRL1
Intrauterine retardation	5/278	0.006981371856973152	0.2353233147887048	0	0	4.441052774386108	22.04765020020175	CENPE;CENPJ;ERCC8;ATP7A;FGFRL1
Dull intelligence	10/947	0.007359794344415191	0.23654036706934403	0	0	2.6648598550806044	13.089054212031668	CENPE;PIGN;CENPJ;DVL1;ERCC8;VRK1;ATP7A;SPATA5;PHF6;PIBF1
Low intelligence	10/947	0.007359794344415191	0.23654036706934403	0	0	2.6648598550806044	13.089054212031668	CENPE;PIGN;CENPJ;DVL1;ERCC8;VRK1;ATP7A;SPATA5;PHF6;PIBF1
Reduced number of teeth	2/31	0.007837281084236711	0.23685677046824305	0	0	16.325944170771756	79.16227161319938	CENPE;CENPJ
Strabismus	6/404	0.007923957956997582	0.23685677046824305	0	0	3.6776381909547737	17.791915085828034	ALG6;ERCC8;AP3B1;PEX10;ERLIN2;FGFRL1
Delayed bone age	4/183	0.008043264209409078	0.23685677046824305	0	0	5.378116909660717	25.938229122517438	CENPE;CENPJ;DVL1;FGFRL1
Sparse hair	3/96	0.008226573793397732	0.23685677046824305	0	0	7.703458997279441	36.97957408731587	ERCC8;ATP7A;PHF6
Thin, sparse hair	3/96	0.008226573793397732	0.23685677046824305	0	0	7.703458997279441	36.97957408731587	ERCC8;ATP7A;PHF6
Cognitive delay	10/966	0.008410336345358916	0.23720581284257186	0	0	2.6092820964545256	12.46791649601858	ALG6;PIGN;CENPJ;DVL1;VRK1;PEX10;ATP7A;SPATA5;PIBF1;FGFRL1
Long philtrum	4/190	0.009149113047019736	0.25242154787406224	0	0	5.173878835562549	24.28669604895228	PIGN;DVL1;AP3B1;ATP7A
Poor school performance	10/985	0.00957347279832876	0.25242154787406224	0	0	2.5558704453441297	11.881626388667213	CENPE;PIGN;CENPJ;DVL1;ERCC8;VRK1;ATP7A;SPATA5;PHF6;PIBF1
Hyperreflexia	5/301	0.009652044201285728	0.25242154787406224	0	0	4.091174507841174	18.985445310713644	PIGN;CENPJ;VRK1;PEX10;ERLIN2
Sandal gap	2/35	0.009917579220528824	0.25242154787406224	0	0	14.344155844155845	66.17599439349425	CENPE;CENPJ
Tooth agenesis	2/35	0.009917579220528824	0.25242154787406224	0	0	14.344155844155845	66.17599439349425	CENPE;CENPJ
Fetal Growth Retardation	5/304	0.010045720067346905	0.25242154787406224	0	0	4.04950658573847	18.630194820575642	CENPE;CENPJ;ERCC8;ATP7A;FGFRL1
Seckel syndrome	2/36	0.010471871180313822	0.25843082091417324	0	0	13.92156862745098	63.469302191660454	CENPE;CENPJ
Cone-shaped epiphysis	2/37	0.011039601287524271	0.2676619119185709	0	0	13.52312925170068	60.938822348351906	CENPE;CENPJ
Epilepsy	11/1177	0.01191857470384058	0.2837315490402959	0	0	2.358238993710692	10.446190329132222	CENPE;ALG6;PIGN;TXNRD1;ERCC8;PEX10;ATP7A;SPATA5;PHF6;FGFRL1;CEP128
Mental and motor retardation	10/1021	0.012112996666698595	0.2837315490402959	0	0	2.4601749180071844	10.857923689881854	ALG6;PIGN;CENPJ;DVL1;VRK1;PEX10;ATP7A;SPATA5;PIBF1;FGFRL1
Posteriorly rotated ear	3/114	0.013102836312370051	0.2905645605861866	0	0	6.448388147183328	27.953289047226384	PIGN;DVL1;AP3B1
Joint hyperflexibility	3/114	0.013102836312370051	0.2905645605861866	0	0	6.448388147183328	27.953289047226384	CENPE;CENPJ;ATP7A
Primary microcephaly	3/116	0.013726841155123055	0.2905645605861866	0	0	6.333617656466574	27.161099603710777	CENPE;CENPJ;ERCC8
Broad flat nasal bridge	5/330	0.013929861343632798	0.2905645605861866	0	0	3.720607787274454	15.900837568431886	PIGN;DVL1;AP3B1;PEX10;FGFRL1
Defective tooth enamel	2/42	0.014075545888969407	0.2905645605861866	0	0	11.829761904761904	50.434017006992256	CENPE;CENPJ
Dystrophic tooth enamel	2/42	0.014075545888969407	0.2905645605861866	0	0	11.829761904761904	50.434017006992256	CENPE;CENPJ
Nasal bridge wide	5/333	0.014434809666781482	0.2905645605861866	0	0	3.686013249021379	15.621739384239511	PIGN;DVL1;AP3B1;PEX10;FGFRL1
Liposarcoma, Myxoid	2/44	0.015379745356805696	0.2905645605861866	0	0	11.26530612244898	47.02931708658436	ATF1;CREB3L2
Muscle Weakness	5/339	0.015481426554468389	0.2905645605861866	0	0	3.618688548828269	15.083107344263434	TXNRD1;ERCC8;VRK1;ERLIN2;ATP7A
Severe mental retardation (I.Q. 20-34)	4/224	0.015922393653438227	0.2905645605861866	0	0	4.3667405764966745	18.078431551241312	CENPJ;SPATA5;PHF6;FGFRL1
Tremor	4/226	0.016397172494026863	0.2905645605861866	0	0	4.326961107448913	17.7866069604526	PIGN;IREB2;ERCC8;ATP7A
Abnormality of dental enamel	2/46	0.01673384883512475	0.2905645605861866	0	0	10.752164502164502	43.979812156629485	CENPE;CENPJ
Thin upper lip vermilion	3/125	0.016742338009869476	0.2905645605861866	0	0	5.863717163736915	23.981515817968855	CENPJ;DVL1;AP3B1
Albinism	2/51	0.020331352819639298	0.2905645605861866	0	0	9.652575315840622	37.60248659414546	TXNRD1;AP3B1
Behavioral Symptoms	2/52	0.021086326221680364	0.2905645605861866	0	0	9.459047619047618	36.503699119744766	PEX10;ATP7A
Acid reflux	3/140	0.022530113769729767	0.2905645605861866	0	0	5.217746900008795	19.790405130190702	PIGN;ATP7A;FGFRL1
Electroencephalogram abnormal	3/141	0.022950015087861635	0.2905645605861866	0	0	5.179675222629649	19.550356176951517	PEX10;SPATA5;PHF6
Congenital Epicanthus	4/255	0.02429499506950633	0.2905645605861866	0	0	3.821397337479351	14.205986952735376	PIGN;DVL1;PEX10;FGFRL1
Reduced factor XI activity	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	ALG6
Metaphyseal sclerosis	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	CENPE
SECKEL SYNDROME 2	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	CENPJ
Short palate	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	DVL1
Neointima	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	ATP7A
Neointima Formation	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	ATP7A
Neoplasms, Fibrous Tissue	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	CREB3L2
HERMANSKY-PUDLAK SYNDROME 2	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	AP3B1
HERMANSKY-PUDLAK SYNDROME 3	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	AP3B1
Hydroa Vacciniforme	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	ERCC8
Ossifying fibromyxoid tumor	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	CREB3L2
Usher syndrome, type 1B	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	AP3B1
Abnormal sternal ossification	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	FGFRL1
Congenital malformation syndromes associated with short stature	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	CENPJ
Accessory kidney	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	DVL1
Acylcarnitines measurement	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	SLC22A16
Pseudobulbar behavioral symptoms	1/6	0.025527220063161046	0.2905645605861866	0	0	46.84470588235294	171.82684693856828	ERLIN2
Severe global developmental delay	2/58	0.025855110939157076	0.2905645605861866	0	0	8.443027210884354	30.86134973425539	PIGN;PEX10
Wide anterior fontanel	2/58	0.025855110939157076	0.2905645605861866	0	0	8.443027210884354	30.86134973425539	DVL1;PEX10
Mental Retardation	10/1158	0.02663727025778986	0.2905645605861866	0	0	2.150880249403998	7.79789569351355	CENPE;PIGN;CENPJ;DVL1;ERCC8;VRK1;ATP7A;SPATA5;PHF6;PIBF1
Thickened facial skin with coarse facial features	3/151	0.027383289313080456	0.2905645605861866	0	0	4.827254965809183	17.367605712089812	PIGN;AP3B1;PHF6
Coarse facial features	3/152	0.027850012759727854	0.2905645605861866	0	0	4.794614700412388	17.169140564373766	PIGN;AP3B1;PHF6
Sparse scalp hair	2/62	0.029253902302986367	0.2905645605861866	0	0	7.878571428571429	27.82508399467758	CENPE;CENPJ
Abnormality of the pinna	2/62	0.029253902302986367	0.2905645605861866	0	0	7.878571428571429	27.82508399467758	ERCC8;FGFRL1
Bartter syndrome, type 3	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	AP3B1
Malrotation of small bowel	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	FGFRL1
Extravascular Hemolysis	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ATP7A
Cutis laxa, x-linked	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ATP7A
Dysarthria, Spastic	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ERLIN2
Focal Neurologic Deficits	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ATP7A
Broad clavicle	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ATP7A
Broad toe	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	DVL1
HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	CEP128
Small cerebral cortex	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	CENPJ
Neointimal hyperplasia	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	HMGB2
Hemolysis (disorder)	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ATP7A
Neurologic Deficits	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ATP7A
Neurologic Dysfunction	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ATP7A
Neurological observations	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ATP7A
Non-midline cleft lip	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	PIGN
Histiocytoid Cardiomyopathy	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	TXNRD1
Upper limb spasticity	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ERLIN2
Abnormality of the wrist	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ATP7A
Venous Insufficiency	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	ATP7A
Pontocerebellar Hypoplasia Type 1	1/7	0.029718695945433443	0.2905645605861866	0	0	39.03529411764706	137.24727196053433	VRK1
Familial aplasia of the vermis	2/63	0.030130074139429686	0.2905645605861866	0	0	7.749024199843872	27.138876377223244	DVL1;PIBF1
Simple ear	2/63	0.030130074139429686	0.2905645605861866	0	0	7.749024199843872	27.138876377223244	ERCC8;FGFRL1
Byzanthine arch palate	4/280	0.032680460976264064	0.2905645605861866	0	0	3.4708377518557794	11.873659255138675	PIGN;PEX10;ERLIN2;ATP7A
Heartburn	3/162	0.03275018416492613	0.2905645605861866	0	0	4.490793362127756	15.353334037572413	PIGN;ATP7A;FGFRL1
Severe psychomotor retardation	2/66	0.032820462059880956	0.2905645605861866	0	0	7.384672619047619	25.231233939369243	PIGN;PEX10
Cryptorchidism	5/414	0.03303069876938496	0.2905645605861866	0	0	2.9437954662078543	10.039278325852388	PIGN;DVL1;ERCC8;PEX10;PHF6
Flat face	2/67	0.033737540369749436	0.2905645605861866	0	0	7.270695970695971	24.64143638145943	DVL1;PEX10
High, narrow palate	2/67	0.033737540369749436	0.2905645605861866	0	0	7.270695970695971	24.64143638145943	DVL1;ATP7A
Short distal phalanx of finger	2/67	0.033737540369749436	0.2905645605861866	0	0	7.270695970695971	24.64143638145943	PIGN;DVL1
Shortening of all middle phalanges of the fingers	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	PHF6
SPHEROCYTOSIS, HEREDITARY, 2	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	EIF4E
Triangular mouth	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	DVL1
Craniofacial asymmetry	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	FGFRL1
Periventricular cysts	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	FGFRL1
Deficiency of lyase	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	TXNRD1
Irregular periods	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	ERCC8
Prominent glabella	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	FGFRL1
Dubowitz syndrome	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	CENPJ
Pseudoepiphyses of the metacarpals	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	FGFRL1
Locally Advanced Malignant Neoplasm	1/8	0.03389235304552857	0.2905645605861866	0	0	33.457142857142856	113.23790361856584	EIF3A
Angle class 2 malocclusion	2/68	0.0346645906265795	0.2905645605861866	0	0	7.16017316017316	24.07276391232094	DVL1;ERCC8
Angle class 3 malocclusion	2/68	0.0346645906265795	0.2905645605861866	0	0	7.16017316017316	24.07276391232094	DVL1;ERCC8
Cerebellar Ataxia	6/565	0.034869049824771764	0.2905645605861866	0	0	2.596824686940966	8.715347891204988	ALG6;IREB2;ERCC8;VRK1;PEX10;PIBF1
Malocclusion	2/71	0.03750457109052253	0.2905645605861866	0	0	6.8478260869565215	22.483415742857915	DVL1;ERCC8
Abnormality of the skull	2/71	0.03750457109052253	0.2905645605861866	0	0	6.8478260869565215	22.483415742857915	CENPE;CENPJ
Sclerosing Epithelioid Fibrosarcoma	1/9	0.03804826600753207	0.2905645605861866	0	0	29.273529411764706	95.69223347722578	CREB3L2
Bone Sarcoma	1/9	0.03804826600753207	0.2905645605861866	0	0	29.273529411764706	95.69223347722578	ATF1
Camptodactyly of toe	1/9	0.03804826600753207	0.2905645605861866	0	0	29.273529411764706	95.69223347722578	PHF6
Capitate-hamate fusion	1/9	0.03804826600753207	0.2905645605861866	0	0	29.273529411764706	95.69223347722578	ATP7A
Neurologic Signs	1/9	0.03804826600753207	0.2905645605861866	0	0	29.273529411764706	95.69223347722578	ATP7A
Stricture of artery	1/9	0.03804826600753207	0.2905645605861866	0	0	29.273529411764706	95.69223347722578	ATP7A
USHER SYNDROME, TYPE IB (disorder)	1/9	0.03804826600753207	0.2905645605861866	0	0	29.273529411764706	95.69223347722578	AP3B1
Abnormal auditory evoked potential	1/9	0.03804826600753207	0.2905645605861866	0	0	29.273529411764706	95.69223347722578	ERCC8
Pitt-Rogers-Danks Syndrome	1/9	0.03804826600753207	0.2905645605861866	0	0	29.273529411764706	95.69223347722578	FGFRL1
Aplasia/Hypoplasia of the nipples	1/9	0.03804826600753207	0.2905645605861866	0	0	29.273529411764706	95.69223347722578	PIGN
Cockayne Syndrome	2/72	0.038470510433552325	0.2905645605861866	0	0	6.7496598639455785	21.98946911741363	CENPJ;ERCC8
Hypopigmentation disorder	2/73	0.0394459256583925	0.2905645605861866	0	0	6.654258886653253	21.51205126222182	AP3B1;ATP7A
Clouding of corneal stroma	2/75	0.04142479535328333	0.2905645605861866	0	0	6.47129810828441	20.603808508753225	PIGN;PEX10
Retinal pigment epithelial mottling	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ERCC8
Massive Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Median cleft lip and palate	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	DVL1
Saturnine Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Fine Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Senile Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Hyperferritinemia, hereditary, with congenital cataracts	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	IREB2
Short upper lip	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	FGFRL1
Leukemia, Megakaryoblastic, of Down Syndrome	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	STAG2
Mucopolysaccharidosis, MPS-IV-A	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ST3GAL4
Nerve Tremors	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Chronic interstitial nephritis	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	DVL1
Coarse Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Hyperconvex fingernails	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	FGFRL1
Tremor, Muscle	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Tremor, Neonatal	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Tremor, Perioral	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Tremor, Semirhythmic	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Todd Paralysis	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Hypoadiponectinemia	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	APPL1
Congenital ectopic pupil	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	FGFRL1
Congenital euryblepharon	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	DVL1
Passive Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Continuous Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Persistent Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Accessory spleen	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	FGFRL1
Pill Rolling Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Darkness Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Intermittent Tremor	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Involuntary Quiver	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	ATP7A
Kabuki syndrome eyelids	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	DVL1
Large fleshy ears	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	PIGN
Low-grade fibromyxoid sarcoma	1/10	0.0421865092184754	0.2905645605861866	0	0	26.019607843137255	82.36909635390154	CREB3L2
Axonal neuropathy	2/76	0.0424280572502087	0.2905645605861866	0	0	6.383526383526384	20.17159488240805	VRK1;ATP7A
Acute Undifferentiated Leukemia	2/76	0.0424280572502087	0.2905645605861866	0	0	6.383526383526384	20.17159488240805	PHF6;EIF4E
Mental impairment	3/182	0.04380608831522995	0.2905645605861866	0	0	3.984990240290772	12.464979609286747	CENPE;CENPJ;PEX10
MIXED LINEAGE LEUKEMIA	3/185	0.04560640970541689	0.2905645605861866	0	0	3.9187077982258707	12.09982153333416	GTF2A2;SACM1L;DCK
Erythropoietic Protoporphyria	1/11	0.04630715680061324	0.2905645605861866	0	0	23.416470588235295	71.94614007723759	TXNRD1
Median cleft lip	1/11	0.04630715680061324	0.2905645605861866	0	0	23.416470588235295	71.94614007723759	PIGN
Round cell sarcoma	1/11	0.04630715680061324	0.2905645605861866	0	0	23.416470588235295	71.94614007723759	ATF1
Sialuria	1/11	0.04630715680061324	0.2905645605861866	0	0	23.416470588235295	71.94614007723759	ATP7A
Sjogren-Larsson Syndrome	1/11	0.04630715680061324	0.2905645605861866	0	0	23.416470588235295	71.94614007723759	TXNRD1
Hereditary Factor XI Deficiency	1/11	0.04630715680061324	0.2905645605861866	0	0	23.416470588235295	71.94614007723759	ALG6
11 pairs of ribs	1/11	0.04630715680061324	0.2905645605861866	0	0	23.416470588235295	71.94614007723759	CENPJ
