Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Helper T-lymphocyte	47/5270	2.353079712368822E-8	5.198167000960216E-7	0	0	3.3897259164347044	59.54038575348473	ATF1;MTCH1;HDAC2;GTF2A2;ZNF230;FASTKD1;UBA6;HMGB2;ATP5C1;MAT2B;MTIF3;HSD17B11;SPATA5;PHF6;CEP128;SEPT6;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;PGM2;NCKAP1L;SNRPD3;EIF4E;TSNAX;PRPF38A;SACM1L;UBE2E3;TXNRD1;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;TM9SF2;MPHOSPH9;STAG2;DMWD;CENPJ;XRN2;ANP32E;ASF1A;EIF3A
B-lymphocyte	61/8270	2.5862504759369106E-8	5.237157213772243E-7	0	0	3.479132659276404	60.78208835078651	ATF1;MTCH1;HMGB2;CASC5;ATP5C1;PHF6;ING2;SEPT6;PPIP5K2;CNTRL;PGM2;SNRPD3;ZNF765;APPL1;ALG6;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;UBA6;IREB2;DCUN1D1;KIAA0284;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;POLR2B;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;TM9SF2;CENPE;MPHOSPH9;STAG2;ANP32E;EIF3A
Monocyte	58/7640	3.585184878446092E-8	6.701537888172312E-7	0	0	3.369144967404002	57.76018569487923	ATF1;MTCH1;FASTKD1;HMGB2;ATP5C1;CALML4;PHF6;CEP128;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;APPL1;ALG6;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;DMWD;XRN2;HDAC2;GTF2A2;ZNF230;UBA6;DCUN1D1;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;NCKAP1L;PIBF1;EIF4E;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;ERLIN2;C4ORF21;TM9SF2;STAG2;CENPJ;ANP32E;EIF3A
Uterus	77/12771	5.726513847382106E-8	9.939591892241798E-7	0	0	4.866165992682457	81.14611014364468	ATF1;MTCH1;FASTKD1;PIGN;HMGB2;ATP5C1;CALML4;PHF6;FGFRL1;CEP128;SGOL2;ING2;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;BORA;ALG6;RMI1;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;ARHGAP19;DCUN1D1;KIAA0284;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;ST3GAL4;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;TM9SF2;MPHOSPH9;STAG2;CENPJ;ANP32E;ERCC8;EIF3A
Cervical carcinoma cell	44/4876	7.334268237909549E-8	1.188151454541347E-6	0	0	3.2699069694102807	53.718434220328874	ATF1;HDAC2;IREB2;HMGB2;ARHGAP19;KIAA0284;CASC5;RNF219;MAT2B;SPATA5;SDAD1;PHF6;CEP128;SGOL2;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;PGM2;ATP7A;APPL1;BORA;PRPF38A;RMI1;CPSF3;LRRC40;MRE11A;AP3B1;VRK1;PRPF40A;CACYBP;C4ORF21;DCK;CDC40;PTBP3;CENPE;MPHOSPH9;STAG2;DMWD;CENPJ;XRN2;KIF20B;ASF1A;EIF3A
Gut	58/7807	8.744601146136455E-8	1.328086299069474E-6	0	0	3.2518942536364137	52.8505796718828	ATF1;MTCH1;HMGB2;CASC5;ATP5C1;CALML4;PHF6;SEPT6;PPIP5K2;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;ALG6;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;ZNF93;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;UBA6;IREB2;DCUN1D1;MAT2B;MTIF3;HSD17B11;SPATA5;POLR2B;DVL1;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;ERLIN2;C4ORF21;TM9SF2;CENPE;MPHOSPH9;STAG2;ANP32E;EIF3A
Superior cervical ganglion	43/4740	1.0184986376344342E-7	1.4558539349715736E-6	0	0	3.239727485629125	52.15885452572545	MTCH1;HDAC2;GTF2A2;ZNF230;FASTKD1;UBA6;ATP5C1;MAT2B;MTIF3;SPATA5;PHF6;CEP128;PPIP5K2;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;ST3GAL4;PGM2;NCKAP1L;SNRPD3;ATP7A;EIF4E;TSNAX;BORA;PRPF38A;SACM1L;TXNRD1;COMMD3;MRE11A;AP3B1;CACYBP;DCK;CDC40;PTBP3;TM9SF2;STAG2;DMWD;CENPJ;ANP32E;KIF20B;EIF3A
Thymus	44/4940	1.0997316545088035E-7	1.4846377335868847E-6	0	0	3.213468720821662	51.48950395475378	MTCH1;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;HMGB2;MAT2B;MTIF3;HSD17B11;SPATA5;PHF6;CEP128;SEPT6;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;PGM2;NCKAP1L;SNRPD3;ATP7A;TSNAX;PRPF38A;SACM1L;UBE2E3;TXNRD1;CPSF3;COMMD3;AP3B1;PRPF40A;CACYBP;C4ORF21;DCK;CDC40;PTBP3;TM9SF2;MPHOSPH9;STAG2;CENPJ;XRN2;ANP32E;EIF3A
Pineal gland	48/5881	2.804778950747879E-7	3.5871646580617606E-6	0	0	3.0492930423091846	46.00398559887383	ATF1;MTCH1;HDAC2;GTF2A2;ZNF230;FASTKD1;UBA6;HMGB2;DCUN1D1;MAT2B;MTIF3;SPATA5;PHF6;CEP128;SEPT6;PPIP5K2;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;ST3GAL4;PGM2;NCKAP1L;SNRPD3;EIF4E;TSNAX;PRPF38A;SACM1L;UBE2E3;TXNRD1;LRRC40;COMMD3;AP3B1;PRPF40A;CACYBP;PEX10;ERLIN2;DCK;CDC40;TM9SF2;STAG2;DMWD;CENPJ;XRN2;ANP32E;ASF1A;EIF3A
BTO:0005453	54/7164	3.1699499515952515E-7	3.851489191188231E-6	0	0	3.0389240506329114	45.47561383302564	ATF1;MTCH1;HMGB2;ATP5C1;PHF6;CEP128;SEPT6;PPIP5K2;CNTRL;PGM2;SNRPD3;APPL1;ALG6;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;XRN2;ASF1A;HDAC2;GTF2A2;UBA6;IREB2;DCUN1D1;MAT2B;HSD17B11;SPATA5;SDAD1;POLR2B;NCKAP1L;PIBF1;EIF4E;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;ERLIN2;C4ORF21;TM9SF2;CENPE;MPHOSPH9;STAG2;ANP32E;EIF3A
Adrenal cortex	41/4574	3.727157289939076E-7	4.312853435500931E-6	0	0	3.0915067284359146	45.761873242216836	MTCH1;HDAC2;GTF2A2;ZNF230;UBA6;MAT2B;MTIF3;HSD17B11;SPATA5;PHF6;CEP128;SEPT6;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;ST3GAL4;PGM2;NCKAP1L;SNRPD3;EIF4E;TSNAX;PRPF38A;SACM1L;UBE2E3;TXNRD1;COMMD3;MRE11A;AP3B1;PRPF40A;CACYBP;C4ORF21;CDC40;PTBP3;TM9SF2;STAG2;DMWD;CENPJ;ANP32E;EIF3A
Hypothalamus	76/12937	5.542118127970871E-7	6.121521386804189E-6	0	0	4.167856309773734	60.040966371267956	ATF1;MTCH1;FASTKD1;PIGN;HMGB2;ATP5C1;CALML4;PHF6;FGFRL1;CEP128;SGOL2;ING2;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;RMI1;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;ARHGAP19;DCUN1D1;KIAA0284;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;ST3GAL4;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;C4ORF21;TM9SF2;CENPE;MPHOSPH9;STAG2;CENPJ;ANP32E;ERCC8;EIF3A
Thyroid gland	78/13652	7.698457505683958E-7	8.133587712526964E-6	0	0	4.553926624429056	64.10596966997042	ATF1;MTCH1;FASTKD1;PIGN;HMGB2;ATP5C1;CALML4;PHF6;FGFRL1;CEP128;SGOL2;ING2;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;BORA;ALG6;RMI1;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;ARHGAP19;DCUN1D1;KIAA0284;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;ST3GAL4;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;C4ORF21;TM9SF2;MPHOSPH9;STAG2;CENPJ;ANP32E;ERCC8;EIF3A
Retina	69/11092	1.2425505058332169E-6	1.2580823871561322E-5	0	0	3.273791163929965	44.51813984308232	ATF1;MTCH1;HMGB2;CASC5;ATP5C1;CALML4;PHF6;CEP128;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;DCUN1D1;KIAA0284;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;POLR2B;DVL1;ST3GAL4;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;C4ORF21;TM9SF2;CENPE;MPHOSPH9;STAG2;CENPJ;ANP32E;EIF3A
Bone marrow	80/14508	1.6755718925149107E-6	1.6286558795244932E-5	0	0	5.0697717401349225	67.42469932533788	ATF1;MTCH1;FASTKD1;PIGN;HMGB2;CASC5;ATP5C1;CALML4;PHF6;FGFRL1;CEP128;SGOL2;ING2;SEPT6;SLC22A16;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;BORA;ALG6;RMI1;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;ARHGAP19;DCUN1D1;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;ST3GAL4;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;C4ORF21;TM9SF2;CENPE;MPHOSPH9;STAG2;CENPJ;ANP32E;ERCC8;EIF3A
Heart	79/14216	2.1399311058141775E-6	2.000012533510943E-5	0	0	4.611839246556655	60.20634809493375	ATF1;MTCH1;FASTKD1;PIGN;HMGB2;CASC5;ATP5C1;CALML4;PHF6;FGFRL1;CEP128;SGOL2;ING2;SEPT6;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;ALG6;RMI1;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;ARHGAP19;DCUN1D1;KIAA0284;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;ST3GAL4;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;C4ORF21;TM9SF2;CENPE;MPHOSPH9;STAG2;CENPJ;ANP32E;ERCC8;EIF3A
Spleen	81/14937	2.2735538209808204E-6	2.0461984388827382E-5	0	0	5.515589660743134	71.67048979495588	ATF1;MTCH1;FASTKD1;PIGN;HMGB2;CASC5;ATP5C1;CALML4;ZNF321P;PHF6;FGFRL1;CEP128;SGOL2;ING2;SEPT6;SLC22A16;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;BORA;ALG6;RMI1;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;ARHGAP19;DCUN1D1;KIAA0284;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;ST3GAL4;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;TM9SF2;CENPE;MPHOSPH9;STAG2;CENPJ;ANP32E;ERCC8;EIF3A
Embryonic brain	41/4936	3.0838116837812E-6	2.6763079969958272E-5	0	0	2.795501078197707	35.473075298947656	MTCH1;HDAC2;GTF2A2;ZNF230;FASTKD1;UBA6;HMGB2;MAT2B;MTIF3;HSD17B11;SPATA5;PHF6;CEP128;SEPT6;PPIP5K2;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;PGM2;SNRPD3;TSNAX;PRPF38A;SACM1L;UBE2E3;TXNRD1;LRRC40;COMMD3;AP3B1;PRPF40A;CACYBP;C4ORF21;DCK;CDC40;TM9SF2;STAG2;DMWD;CENPJ;ANP32E;EIF3A
Amygdala	42/5279	6.788356311262501E-6	5.68817442633375E-5	0	0	2.6751696842397625	31.835326396317082	MTCH1;HDAC2;GTF2A2;ZNF230;FASTKD1;UBA6;HMGB2;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;PHF6;CEP128;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;PGM2;SNRPD3;EIF4E;APPL1;TSNAX;PRPF38A;SACM1L;UBE2E3;TXNRD1;LRRC40;COMMD3;AP3B1;PRPF40A;CACYBP;DCK;CDC40;TM9SF2;STAG2;DMWD;CENPJ;ANP32E;ASF1A;EIF3A
Lymph node	80/14834	7.033256969494546E-6	5.6969381452905825E-5	0	0	4.663142198725769	55.32753244256116	ATF1;MTCH1;FASTKD1;PIGN;HMGB2;CASC5;ATP5C1;CALML4;PHF6;FGFRL1;CEP128;SGOL2;ING2;SEPT6;SLC22A16;PPIP5K2;MIS18BP1;CREB3L2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;BORA;ALG6;RMI1;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;ARHGAP19;DCUN1D1;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;ST3GAL4;NCKAP1L;PIBF1;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;C4ORF21;TM9SF2;CENPE;MPHOSPH9;STAG2;CENPJ;ANP32E;ERCC8;EIF3A
Parenchyma	41/5163	1.0221238386440468E-5	7.767303828127378E-5	0	0	2.631229120569222	30.235566461296226	MTCH1;HDAC2;GTF2A2;ZNF230;FASTKD1;HMGB2;CALML4;MAT2B;MTIF3;HSD17B11;SPATA5;PHF6;CEP128;PPIP5K2;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;PGM2;NCKAP1L;SNRPD3;EIF4E;TSNAX;PRPF38A;SACM1L;UBE2E3;TXNRD1;LRRC40;COMMD3;MRE11A;AP3B1;PRPF40A;CACYBP;C4ORF21;PTBP3;TM9SF2;STAG2;DMWD;ANP32E;EIF3A
Frontal lobe	69/11591	1.0228548251031938E-5	7.767303828127378E-5	0	0	2.9562269622308217	33.96801713994448	ATF1;MTCH1;FASTKD1;PIGN;HMGB2;CASC5;ATP5C1;PHF6;FGFRL1;ING2;SEPT6;PPIP5K2;CNTRL;PGM2;SNRPD3;ZNF765;ATP7A;APPL1;ALG6;SACM1L;UBE2E3;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;DCK;CDC40;PTBP3;KIN;ZNF93;DMWD;XRN2;KIF20B;ASF1A;HDAC2;GTF2A2;ZNF230;UBA6;IREB2;DCUN1D1;KIAA0284;RNF219;MAT2B;MTIF3;HSD17B11;SPATA5;SDAD1;POLR2B;DVL1;ST3GAL4;NCKAP1L;EIF4E;ZNF100;TSNAX;PRPF38A;TXNRD1;CPSF3;MRE11A;PEX10;ERLIN2;TM9SF2;CENPE;MPHOSPH9;STAG2;CENPJ;ANP32E;EIF3A
Bronchial epithelial cell	39/4837	1.4028118557009487E-5	1.0329796391979713E-4	0	0	2.614227559355405	29.212546717839277	ATF1;MTCH1;HDAC2;GTF2A2;ZNF230;FASTKD1;UBA6;HMGB2;MAT2B;MTIF3;SPATA5;PHF6;CEP128;MIS18BP1;POLR2B;CREB3L2;CNTRL;DVL1;PGM2;SNRPD3;EIF4E;TSNAX;PRPF38A;SACM1L;UBE2E3;TXNRD1;LRRC40;COMMD3;AP3B1;VRK1;PRPF40A;CACYBP;C4ORF21;TM9SF2;STAG2;DMWD;CENPJ;ANP32E;EIF3A
