Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Infantile Spasm	6/48	1.2003418591717477E-6	1.9028544982204512E-4	0	0	20.511387163561075	279.62977537099243	RIMS2;STXBP1;KCNAB2;PLCB1;DNM1;GRIN1
Generalized tonic seizures	4/12	1.2197785245002892E-6	1.9028544982204512E-4	0	0	70.88571428571429	965.2395185336493	GNAO1;SCN8A;STXBP1;DNM1
Hypsarrhythmia	6/51	1.7306396815767674E-6	2.3427505478805052E-4	0	0	19.141062801932367	253.94485267183805	GNAO1;GABRB1;KCNB1;STXBP1;EEF1A2;PLCB1
Infrequent generalized seizures	4/13	1.7520570336713179E-6	2.3427505478805052E-4	0	0	63.006349206349206	835.1315177408778	SLC9A6;CTNND2;SCN8A;PLCB1
Bipolar Disorder	20/837	2.4426932880681808E-6	3.0484812235090895E-4	0	0	3.758637027677972	48.570646160046564	DPP10;CHRM3;GABRB1;CTNND2;GAD1;CPLX2;HTR5A;CPLX1;RNF41;GRIN1;CACNB2;GRM5;PPP2R2C;MAP2;LRRTM4;SCN8A;PPP1R1B;SLIT1;PIP4K2C;PLCB1
Infantile Severe Myoclonic Epilepsy	5/33	3.640836226004537E-6	4.017054840878931E-4	0	0	25.472764645426516	319.0030014033101	STXBP1;SCN8A;CPLX1;GABRG2;TSPYL4
Generalized seizures	8/126	3.6479664687468924E-6	4.017054840878931E-4	0	0	9.839481555333998	123.20350064407505	RBFOX1;SLC9A6;KCNB1;CTNND2;SCN8A;ABAT;PLCB1;HCN1
Stereotypic Movement Disorder	7/92	4.55492134332507E-6	4.7371181970580733E-4	0	0	11.884671532846715	146.17316786647322	SLC9A6;IQSEC2;GAD1;KCNAB2;CPLX1;DNM1;GRIN1
Severe mental retardation (I.Q. 20-34)	10/224	5.273949235044075E-6	5.196227877896057E-4	0	0	6.849630352908355	83.2417157831041	SLC6A17;SLC9A6;IQSEC2;CTNND2;SCN8A;STXBP1;EEF1A2;CPLX1;SMARCA2;GRIN1
Myoclonus	8/154	1.5998291675280874E-5	0.0014974401008062896	0	0	7.9411764705882355	87.69463897542188	TSPYL1;CTNND2;SCN8A;STXBP1;PLCB1;CPLX1;DNM1;ANO3
Nonverbal	6/76	1.8125697185866527E-5	0.0016157764348543875	0	0	12.28944099378882	134.17832754889508	GNAO1;SLC9A6;STXBP1;KCNAB2;SMARCA2;DNM1
Unipolar Depression	14/517	2.275470690775558E-5	0.0019362186968781114	0	0	4.143477595962685	44.296835612036816	DPP10;CHRM3;GPM6A;CTNND2;GAD1;HTR5A;RNF41;CACNB2;LRFN5;GRM5;MAP2;PPP1R1B;PLCB1;VAMP2
Mental disorders	11/329	2.7019197425892535E-5	0.002185785293013277	0	0	5.081524566132312	53.45236853312595	CACNB2;LRFN5;GRM5;CTNND2;SCN8A;GAD1;HTR5A;SULT4A1;TUBB4A;RNF41;GRIN1
Absent speech	6/82	2.802288837196509E-5	0.002185785293013277	0	0	11.31578947368421	118.6176380036428	GNAO1;SLC9A6;STXBP1;KCNAB2;SMARCA2;DNM1
Spasmodic movement	7/123	3.0681379466843384E-5	0.0022090593216127236	0	0	8.694940850742512	90.35656124529162	TSPYL1;CTNND2;SCN8A;STXBP1;PLCB1;CPLX1;DNM1
Involuntary jerking movements	7/123	3.0681379466843384E-5	0.0022090593216127236	0	0	8.694940850742512	90.35656124529162	TSPYL1;CTNND2;SCN8A;STXBP1;PLCB1;CPLX1;DNM1
Tonic - clonic seizures	8/173	3.693845223359659E-5	0.0025610660215293632	0	0	7.019964349376114	71.6475636750074	RBFOX1;SCN8A;STXBP1;KCNMA1;ABAT;GABRG2;DNM1;HCN1
Epilepsy, Generalized	5/55	4.69934426916191E-5	0.0031418473113825345	0	0	14.248920863309353	141.9976562460478	RBFOX1;KCNMA1;DNM1;GABRG2;HCN1
Early infantile epileptic encephalopathy with suppression bursts	4/31	6.971550465363604E-5	0.004500256024538161	0	0	20.983068783068784	200.83079398311477	GNAO1;STXBP1;SCN8A;DNM1
Intellectual Disability	35/2503	7.267082732547624E-5	0.004534659625109717	0	0	2.262278262679732	21.55854025977356	GDI1;PCDH10;DCTN1;CTNND2;STXBP1;ABAT;RIMS2;TSPAN7;YWHAG;RBFOX1;SLC6A17;IQSEC2;KCNB1;AGK;PDE4D;GAD1;KCNAB2;SMARCA2;TUBB4A;GABRG2;DNM1;SYN1;ANO3;GRIN1;GNAO1;DLG1;SLC9A6;SCN8A;EEF1A2;PPP1R1B;KCNMA1;PLCB1;VAMP2;HCN1;CDK5R1
Febrile Convulsions	5/64	9.77863294008918E-5	0.005061067147952183	0	0	12.069869528106329	111.43779545526509	CA11;STXBP1;GABRG2;ANO3;HCN1
Salaam Seizures	3/13	9.915512413058258E-5	0.005061067147952183	0	0	42.225531914893615	389.2697902578807	STXBP1;SCN8A;SMARCA2
Seizures	21/1174	1.0278023365057644E-4	0.005061067147952183	0	0	2.769466714615108	25.431784367877988	RBFOX1;GABRB1;IQSEC2;KCNB1;STXBP1;GAD1;ABAT;KCNAB2;CPLX1;SMARCA2;GABRG2;DNM1;SYN1;RNF41;GRIN1;GNAO1;GRM5;SCN8A;EEF1A2;ANKS1B;HCN1
Amyloidosis	17/833	1.0573563061787745E-4	0.005061067147952183	0	0	3.1233595800524934	28.593009631610208	DPP10;CHRM3;CRTC1;CTNND2;GAD1;HOOK3;ENO2;SNAP91;DNM1;RIMS2;OLFM1;GRM5;MAP2;PPP1R1B;SNCB;ANKS1B;CDK5R1
Psychomotor regression, progressive	7/150	1.0814246042632872E-4	0.005061067147952183	0	0	7.043591445051299	64.32250759486968	GABRB1;SLC9A6;SCN8A;STXBP1;PLCB1;CPLX1;DNM1
Loss of developmental milestones	7/150	1.0814246042632872E-4	0.005061067147952183	0	0	7.043591445051299	64.32250759486968	GABRB1;SLC9A6;SCN8A;STXBP1;PLCB1;CPLX1;DNM1
Mental deterioration in childhood	7/150	1.0814246042632872E-4	0.005061067147952183	0	0	7.043591445051299	64.32250759486968	GABRB1;SLC9A6;SCN8A;STXBP1;PLCB1;CPLX1;DNM1
Neurodevelopmental regression	7/150	1.0814246042632872E-4	0.005061067147952183	0	0	7.043591445051299	64.32250759486968	GABRB1;SLC9A6;SCN8A;STXBP1;PLCB1;CPLX1;DNM1
Psychomotor regression	7/150	1.0814246042632872E-4	0.005061067147952183	0	0	7.043591445051299	64.32250759486968	GABRB1;SLC9A6;SCN8A;STXBP1;PLCB1;CPLX1;DNM1
Psychomotor regression beginning in infancy	7/150	1.0814246042632872E-4	0.005061067147952183	0	0	7.043591445051299	64.32250759486968	GABRB1;SLC9A6;SCN8A;STXBP1;PLCB1;CPLX1;DNM1
Psychomotor regression in infants	7/153	1.2236526679031799E-4	0.005587019010523787	0	0	6.897810218978102	62.138923331513105	GABRB1;SLC9A6;SCN8A;STXBP1;PLCB1;CPLX1;DNM1
Developmental regression	7/154	1.2743038949755345E-4	0.005679754503319525	0	0	6.850538755648245	61.43522263270315	GABRB1;SLC9A6;SCN8A;STXBP1;PLCB1;CPLX1;DNM1
Physical aggression	6/108	1.3140497032839555E-4	0.0057207001035989875	0	0	8.420289855072463	75.25403869720184	SLC6A17;EEF1A2;CPLX1;SMARCA2;DNM1;SYN1
Aggressive reaction	6/110	1.4536302605536693E-4	0.006184536017628339	0	0	8.25752508361204	72.96577332865527	SLC6A17;EEF1A2;CPLX1;SMARCA2;DNM1;SYN1
Aggressive behavior	6/112	1.6047017930760586E-4	0.006675559459196404	0	0	8.10090237899918	70.7808441425052	SLC6A17;EEF1A2;CPLX1;SMARCA2;DNM1;SYN1
Attention deficit hyperactivity disorder	11/412	2.000818712714481E-4	0.008142462239568497	0	0	4.01261882886768	34.174607514064434	CACNB2;GRM5;RAB3A;SLC9A6;IQSEC2;SCN8A;PDE4D;PPP1R1B;CPLX2;CPLX1;VAMP2
Autism Spectrum Disorders	13/572	2.575615007359503E-4	0.010258619773993597	0	0	3.4257056630569855	28.31089497519618	DPP10;RBFOX1;GDI1;CTNND2;GAD1;SMARCA2;SNAP91;DNM1;SYN1;CACNB2;GRM5;PLCB1;HCN1
Absence Seizures	6/123	2.671931072625452E-4	0.010348029530116525	0	0	7.33519137866964	60.35057250089544	RBFOX1;KCNMA1;ABAT;SMARCA2;GABRG2;HCN1
Mental Depression	13/575	2.70861884068221E-4	0.010348029530116525	0	0	3.4068892450626174	27.983852748104947	GPM6A;CRTC1;PDE4D;GAD1;ABAT;CPLX2;NDRG2;CPLX1;SYN1;GRIN1;GRM5;PPP1R1B;HCN1
Senile Plaques	9/301	3.3918521221195047E-4	0.012668715002474766	0	0	4.466666666666667	35.684040321446545	RIMS2;CHRM3;OLFM1;RAB3A;MAP2;HOOK3;ENO2;NDRG2;SYN1
Major Depressive Disorder	12/513	3.4514127410588305E-4	0.012668715002474766	0	0	3.5120667755398296	27.99663955688133	CHRM3;GPM6A;LRFN5;GRM5;CRTC1;MAP2;CTNND2;GAD1;PPP1R1B;PLCB1;VAMP2;RNF41
Mental and motor retardation	18/1021	3.9791326413465996E-4	0.014324877508847759	0	0	2.685230024213075	21.023408341078486	GABRB1;SLC6A17;IQSEC2;GDI1;KCNB1;STXBP1;PDE4D;GAD1;ABAT;KCNAB2;CPLX1;SMARCA2;DNM1;GNAO1;NECAP1;SLC9A6;SCN8A;EEF1A2
Dystonia Disorders	6/135	4.402162609932486E-4	0.015548770576969084	0	0	6.648803505224132	51.383578785345485	RIMS2;GRM5;SCN8A;TUBB4A;GABRG2;ANO3
Spasm	3/22	5.091466528586429E-4	0.017329500620934177	0	0	22.213885778275476	168.4428858112168	SLC9A6;STXBP1;SCN8A
Psychosis, Brief Reactive	3/22	5.091466528586429E-4	0.017329500620934177	0	0	22.213885778275476	168.4428858112168	CPLX2;CPLX1;GRIN1
Hippocampal sclerosis	4/52	5.335668995092562E-4	0.017534928912076916	0	0	11.790476190476191	88.85215722801262	RBFOX1;GRIN1;CDK5R1;HCN1
Acid reflux	6/140	5.339161046946496E-4	0.017534928912076916	0	0	6.399091499026606	48.21889396562453	TSPYL1;SLC9A6;IQSEC2;STXBP1;KCNAB2;CPLX1
Narcolepsy	8/258	5.725673740591749E-4	0.01817217665650024	0	0	4.613176470588235	34.43911603128146	GNAO1;DPP10;RBFOX1;GRM5;CTNND2;CTNNA2;ZNF365;ANO3
Other specified types of schizophrenia, unspecified	4/53	5.739223119223929E-4	0.01817217665650024	0	0	11.549271137026238	86.19240124209101	LRRTM1;PLCB1;CPLX2;GRIN1
Involuntary Movements	3/23	5.824415595032129E-4	0.01817217665650024	0	0	21.102127659574467	157.17459137474424	GNAO1;PPP1R1B;GRIN1
Involuntary dystonic or choreiform movements	2/6	7.577126485891882E-4	0.02287803351869291	0	0	69.90140845070422	502.2560428789858	SCN8A;KCNMA1
Migrating partial seizures in infancy	2/6	7.577126485891882E-4	0.02287803351869291	0	0	69.90140845070422	502.2560428789858	SCN8A;PLCB1
Neurodevelopmental Disorders	7/208	7.858392372534354E-4	0.023350651621244937	0	0	4.996368522351745	35.71783104000695	RBFOX1;GDI1;KCNB1;SCN8A;STXBP1;LRRTM1;EEF1A2
SCHIZOPHRENIA 1 (disorder)	4/58	8.087551869298176E-4	0.023656089217697164	0	0	10.477248677248678	74.59816039257763	LRRTM1;PLCB1;CPLX2;GRIN1
Schizophreniform Disorders	3/26	8.416787354327491E-4	0.024240347580463173	0	0	18.346901017576318	129.89811710106315	CPLX2;CPLX1;GRIN1
Myoclonic Seizures	6/156	9.411475065182116E-4	0.02669436563942564	0	0	5.711884057971014	39.80275384733474	RBFOX1;STXBP1;ABAT;CPLX1;GABRG2;HCN1
Global developmental delay	18/1102	9.672664162033667E-4	0.026781603364491063	0	0	2.473906167633105	17.17147323592827	GABRB1;SLC6A17;IQSEC2;GDI1;KCNB1;STXBP1;PDE4D;GAD1;CEND1;ABAT;KCNAB2;CPLX1;SMARCA2;GNAO1;NECAP1;SLC9A6;SCN8A;EEF1A2
Cocaine Dependence	6/157	9.728360196503163E-4	0.026781603364491063	0	0	5.673769075727037	39.34926241925958	GRM5;RAB3A;GAD1;GABRG2;VAMP2;GRIN1
Alcoholic Intoxication, Chronic	10/424	0.00101619372258222	0.027569777517013273	0	0	3.504578556492898	24.152473464429356	GABRB1;GRM5;PCDH10;GAD1;PPP1R1B;ABAT;CTNNA2;DUSP8;GABRG2;GRIN1
Status Epilepticus	7/221	0.0011188505838439073	0.029668060463148516	0	0	4.689746913159151	31.868956536149515	GRM5;SCN8A;STXBP1;KCNMA1;ABAT;SMARCA2;HCN1
Impaired cognition	13/671	0.0011421663109045228	0.029668060463148516	0	0	2.895357200863129	19.615548618420323	GDI1;CRTC1;CTNND2;PDE4D;GAD1;ENO2;CPLX2;HTR5A;GRM5;MAP2;SCN8A;EEF1A2;SULT4A1
Heartburn	6/162	0.001143781411118952	0.029668060463148516	0	0	5.490523968784839	37.189600035123064	TSPYL1;SLC9A6;IQSEC2;STXBP1;KCNAB2;CPLX1
Schizoaffective Disorder	5/109	0.0011569275714796163	0.029668060463148516	0	0	6.831765356945213	46.19631148891601	GAD1;CPLX2;CPLX1;SULT4A1;GRIN1
Seizure, Febrile, Simple	2/8	0.0014010766280144373	0.03544345199517604	0	0	46.5962441314554	306.16128922585807	GABRG2;ANO3
Movement Disorders	6/169	0.001420720991974012	0.035461195959671336	0	0	5.252867431315018	34.44090224961101	GNAO1;SCN8A;STXBP1;PPP1R1B;KCNMA1;GRIN1
Epileptic drop attack	5/115	0.0014685222869732673	0.03617202264755206	0	0	6.457161543492479	42.12328448749208	RBFOX1;ABAT;GABRG2;DNM1;HCN1
Encephalopathies	7/234	0.0015538643436964028	0.037777065602593064	0	0	4.418244959645005	28.572835775786785	GNAO1;IQSEC2;SCN8A;STXBP1;DNM1;GRIN1;CDK5R1
Cognitive delay	16/966	0.0016231881373926645	0.03895651529742395	0	0	2.4876315789473686	15.978960834983365	GABRB1;SLC6A17;IQSEC2;GDI1;KCNB1;PDE4D;GAD1;ABAT;KCNAB2;CPLX1;SMARCA2;GNAO1;NECAP1;SLC9A6;SCN8A;EEF1A2
Mental Retardation	18/1158	0.001685073432850979	0.03982687991972795	0	0	2.3453634085213033	14.977364395694309	SLC6A17;IQSEC2;GDI1;CTNND2;STXBP1;PDE4D;GAD1;KCNAB2;SMARCA2;DNM1;GRIN1;RIMS2;SCN8A;EEF1A2;TSPAN7;VAMP2;HCN1;CDK5R1
Mean blood pressure	3/33	0.0017024116771226065	0.03982687991972795	0	0	14.060992907801419	89.64880465037798	CACNB2;KCNMA1;SLIT1
Essential Tremor	4/71	0.0017232784580651515	0.03982687991972795	0	0	8.438805970149254	53.70056729410296	SLC6A17;SCN8A;ANO3;HCN1
Seizure, Febrile, Complex	2/9	0.0017928880416393435	0.039955790642248225	0	0	39.93762575452716	252.56265092110817	GABRG2;ANO3
Obtundation status	2/9	0.0017928880416393435	0.039955790642248225	0	0	39.93762575452716	252.56265092110817	STXBP1;GABRG2
Pschomotor retardation	2/9	0.0017928880416393435	0.039955790642248225	0	0	39.93762575452716	252.56265092110817	STXBP1;GABRG2
Gastroesophageal reflux disease	7/246	0.0020631409508922454	0.04543764541259157	0	0	4.193842958800354	25.932735818005696	TSPYL1;SLC9A6;IQSEC2;STXBP1;ABAT;KCNAB2;CPLX1
Psychotic Disorders	8/317	0.0021321712781301174	0.046411914333250925	0	0	3.7211117456691416	22.887123632310644	GRM5;GAD1;PPP1R1B;CPLX2;HTR5A;CPLX1;GABRG2;GRIN1
Brain Diseases	7/250	0.0022588577736479963	0.04860438795711551	0	0	4.123967438647082	25.126904724881797	GNAO1;SLC9A6;IQSEC2;SCN8A;STXBP1;GRIN1;CDK5R1
Stereotyped Behavior	4/78	0.0024337269505362693	0.05177200967504428	0	0	7.6378378378378375	45.9670398381286	SLC9A6;IQSEC2;KCNAB2;CPLX1
Focal Clonic Seizures	2/11	0.0027133773902958064	0.0562458854623377	0	0	31.059467918622847	183.54782496889186	STXBP1;GABRG2
Neurodevelopmental delay	2/11	0.0027133773902958064	0.0562458854623377	0	0	31.059467918622847	183.54782496889186	STXBP1;GABRG2
Depressive disorder	13/741	0.0027341749877525267	0.0562458854623377	0	0	2.607415485278081	15.388772041860324	GPM6A;CRTC1;DCTN1;PDE4D;GAD1;CPLX2;NDRG2;CPLX1;SYN1;GRIN1;GRM5;PPP1R1B;HCN1
Dyskinesias, Paroxysmal	2/12	0.0032407200557799188	0.06483151338305453	0	0	27.952112676056338	160.22038435143824	SCN8A;KCNMA1
Epilepsy, Myoclonic, Infantile	2/12	0.0032407200557799188	0.06483151338305453	0	0	27.952112676056338	160.22038435143824	STXBP1;CPLX1
Memory impairment	7/267	0.0032554285566277377	0.06483151338305453	0	0	3.8509825940482876	22.0562384411758	GRM5;CRTC1;PDE4D;GAD1;CPLX2;CPLX1;CDK5R1
Electroencephalogram abnormal	5/141	0.003565595466720618	0.07026099698632628	0	0	5.215827338129497	29.39861547195152	IQSEC2;CTNND2;STXBP1;KCNAB2;GABRG2
Myoclonic Epilepsy	3/43	0.003654026940918102	0.07125352534790298	0	0	10.540425531914893	59.152082275935	STXBP1;DIRAS1;SCN8A
Abnormality of skin morphology	2/13	0.0038119164151337584	0.07356605700134428	0	0	25.409731113956465	141.52262843147165	STXBP1;PLCB1
Ataxia, Truncal	3/44	0.0039009273358455764	0.07376298962326182	0	0	10.282823040996368	57.03409934264946	SLC9A6;SCN8A;HCN1
Abnormal form of the vertebral bodies	3/44	0.0039009273358455764	0.07376298962326182	0	0	10.282823040996368	57.03409934264946	IQSEC2;PDE4D;CPLX1
nervous system disorder	9/436	0.00438118502356273	0.0812359273222756	0	0	3.0334113973458234	16.47274656980781	SLC9A6;DCTN1;SCN8A;GAD1;EEF1A2;CPLX2;INA;TUBB4A;YWHAG
Fulminant Hepatic Failure with Cerebral Edema	2/14	0.004426316552816298	0.0812359273222756	0	0	23.291079812206572	126.24202009549751	GABRB1;GABRG2
Hepatic Stupor	2/14	0.004426316552816298	0.0812359273222756	0	0	23.291079812206572	126.24202009549751	GABRB1;GABRG2
Manic	4/93	0.004585548607050372	0.08187844206618289	0	0	6.345746388443017	34.170864060727276	GAD1;CPLX2;SULT4A1;CPLX1
Intelligence	6/214	0.004592540821019874	0.08187844206618289	0	0	4.107023411371237	22.10942887829079	RBFOX1;RALYL;PDE4D;BSN;SYT7;ZNF365
Parkinsonian Disorders	6/214	0.004592540821019874	0.08187844206618289	0	0	4.107023411371237	22.10942887829079	RIMS2;DCTN1;STXBP1;EEF1A2;PPP1R1B;SNCB
AMYOTROPHIC LATERAL SCLEROSIS 1	4/94	0.004763022472393861	0.0841167742294463	0	0	6.274920634920635	33.55120271009545	GDI1;DCTN1;CTNND2;INA
Mental Retardation, X-Linked 1	3/48	0.004988973780887768	0.08647554553538798	0	0	9.366903073286052	49.64950433873617	GDI1;IQSEC2;TSPAN7
Manic Disorder	3/48	0.004988973780887768	0.08647554553538798	0	0	9.366903073286052	49.64950433873617	GAD1;CPLX2;CPLX1
Hepatic Coma	2/15	0.005083277524472517	0.08730179381479405	0	0	21.498374864572046	113.55009579541293	GABRB1;GABRG2
Idiopathic generalized epilepsy	3/50	0.005594801308547839	0.09494920769063399	0	0	8.967406066093256	46.504227600937675	RBFOX1;GABRG2;HCN1
Ataxia, Motor	2/16	0.005782163288852711	0.09494920769063399	0	0	19.961770623742456	102.86255278616657	SCN8A;HCN1
Sudden loss of muscle tone	2/16	0.005782163288852711	0.09494920769063399	0	0	19.961770623742456	102.86255278616657	DNM1;GABRG2
Tremor, Rubral	2/16	0.005782163288852711	0.09494920769063399	0	0	19.961770623742456	102.86255278616657	SCN8A;HCN1
Hypotonic seizures	2/16	0.005782163288852711	0.09494920769063399	0	0	19.961770623742456	102.86255278616657	DNM1;GABRG2
Calcification of coronary artery	8/375	0.0058660408035562115	0.09548894247180197	0	0	3.123737778490143	16.05156195625065	RBFOX1;RALYL;GRM5;SV2B;CTNND2;PDE4D;ABAT;ANKS1B
Sleep disturbances	4/101	0.0061359592865585415	0.0978966496793929	0	0	5.820029455081001	29.644837139744048	GNAO1;SLC9A6;IQSEC2;DCTN1
Generalized hypotonia	11/633	0.006154481097878223	0.0978966496793929	0	0	2.557527258661122	13.019283886621448	GABRB1;NECAP1;SLC9A6;IQSEC2;GDI1;KCNB1;AGK;SCN8A;STXBP1;CPLX1;DNM1
Muscle hypotonia	9/460	0.006170835823807886	0.0978966496793929	0	0	2.8684405025868442	14.594398625810596	IQSEC2;CTNND2;SCN8A;STXBP1;EEF1A2;ABAT;KCNAB2;GABRG2;DNM1
Hypertrophy of lower jaw	4/102	0.006351363060336363	0.09826241032189811	0	0	5.760349854227405	29.142104346069317	SLC6A17;SLC9A6;IQSEC2;PDE4D
mandibular excess (physical finding)	4/102	0.006351363060336363	0.09826241032189811	0	0	5.760349854227405	29.142104346069317	SLC6A17;SLC9A6;IQSEC2;PDE4D
Mandibular hyperplasia	4/102	0.006351363060336363	0.09826241032189811	0	0	5.760349854227405	29.142104346069317	SLC6A17;SLC9A6;IQSEC2;PDE4D
Ethylmalonic encephalopathy	2/17	0.006522344646023044	0.09921196564943484	0	0	18.630046948356807	93.75610919425641	GRM5;DNM1
Fragmented sleep	2/17	0.006522344646023044	0.09921196564943484	0	0	18.630046948356807	93.75610919425641	DCTN1;ZNF365
Sunken eyes	4/103	0.0065717327673770936	0.09921196564943484	0	0	5.701875901875902	28.651799494184388	IQSEC2;SCN8A;EEF1A2;KCNAB2
Enophthalmos	4/104	0.006797116504911308	0.1001905676944407	0	0	5.644571428571428	28.17350552666139	IQSEC2;SCN8A;EEF1A2;KCNAB2
Tonic Seizures	4/104	0.006797116504911308	0.1001905676944407	0	0	5.644571428571428	28.17350552666139	RBFOX1;ABAT;PLCB1;HCN1
Increased size of the mandible	4/104	0.006797116504911308	0.1001905676944407	0	0	5.644571428571428	28.17350552666139	SLC6A17;SLC9A6;IQSEC2;PDE4D
Cognition Disorders	6/237	0.007466064238604678	0.10919118948959342	0	0	3.693769998117824	18.089822257122023	GRM5;SCN8A;GAD1;ENO2;HTR5A;CDK5R1
Neurodegenerative Disorders	12/745	0.007679525460525693	0.11144241598530306	0	0	2.3716978792012897	11.54826543806054	RIMS2;DCTN1;SCN8A;PDE4D;GAD1;KCNMA1;NDRG2;SNCB;INA;TUBB4A;PLXNA4;CDK5R1
Class III malocclusion	4/108	0.00774973360297645	0.11159616388286088	0	0	5.426373626373627	26.372701151499736	SLC6A17;SLC9A6;IQSEC2;PDE4D
Cerebellar Ataxia	10/565	0.00785199851457386	0.11220565816246005	0	0	2.5952669086997444	12.579225465629902	GABRB1;GRM5;KCNC2;SCN8A;STXBP1;GAD1;ENO2;GABRG2;DNM1;DLGAP4
Hyperalgesia, Thermal	4/109	0.008000888786209881	0.11229089359257843	0	0	5.374421768707483	25.94879740007793	SCN8A;SULT4A1;GRIN1;HCN1
Convulsive Seizures	4/109	0.008000888786209881	0.11229089359257843	0	0	5.374421768707483	25.94879740007793	RBFOX1;SCN8A;ABAT;HCN1
Anxiety Disorders	8/396	0.008037916528528585	0.11229089359257843	0	0	2.951485748938751	14.236743471308381	GRM5;CTNND2;GAD1;NDRG2;GABRG2;SYN1;RNF41;HCN1
Severe global developmental delay	3/58	0.008447953176429579	0.11575717056239034	0	0	7.659961315280464	36.56736151029125	SLC9A6;CTNND2;STXBP1
Low intelligence	14/947	0.008471545067867242	0.11575717056239034	0	0	2.1842031494764615	10.42092577180242	SLC6A17;IQSEC2;GDI1;STXBP1;PDE4D;GAD1;KCNAB2;SMARCA2;DNM1;GRIN1;SCN8A;EEF1A2;TSPAN7;HCN1
Dull intelligence	14/947	0.008471545067867242	0.11575717056239034	0	0	2.1842031494764615	10.42092577180242	SLC6A17;IQSEC2;GDI1;STXBP1;PDE4D;GAD1;KCNAB2;SMARCA2;DNM1;GRIN1;SCN8A;EEF1A2;TSPAN7;HCN1
Generalized myoclonic seizures	3/59	0.008854303593214489	0.12011055309056176	0	0	7.522796352583587	35.55914240026891	STXBP1;CPLX1;GABRG2
