Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Low set ears	13/293	1.6114747258287859E-4	0.051292559093870746	0	0	3.570045172219085	31.177885059041124	CDKN1C;RERE;MEF2C;INSR;BRAF;GNS;ARID1B;HDAC6;MECP2;TBX15;SON;NFIA;PAFAH1B1
Diastolic blood pressure	8/117	1.722385022621225E-4	0.051292559093870746	0	0	5.5828177227793185	48.384217797196754	ATXN2;PDE1A;INSR;EBF1;SIK3;MAP4;ATP2B1;CPEB4
Thickened facial skin with coarse facial features	9/151	1.9413846536716115E-4	0.051292559093870746	0	0	4.831698361374473	41.296230747887364	CDKN1C;HPGD;INSR;NSD1;IDS;BRAF;ABCC9;GNS;ARID1B
Coarse facial features	9/152	2.040002706275897E-4	0.051292559093870746	0	0	4.797665369649805	40.76763007726119	CDKN1C;HPGD;INSR;NSD1;IDS;BRAF;ABCC9;GNS;ARID1B
clinical depression	3/10	2.60491924531315E-4	0.051292559093870746	0	0	32.146116241173274	265.299926689255	ATXN1;MAOA;FKBP5
Papilledema	3/10	2.60491924531315E-4	0.051292559093870746	0	0	32.146116241173274	265.299926689255	IL11RA;IDS;BRAF
Small midface	9/158	2.723257716690775E-4	0.051292559093870746	0	0	4.603060611600031	37.78427605005978	RERE;CDKN1C;MECP2;HDAC4;FOXC1;NSD1;BRAF;PIK3R1;MTOR
Decreased projection of midface	9/158	2.723257716690775E-4	0.051292559093870746	0	0	4.603060611600031	37.78427605005978	RERE;CDKN1C;MECP2;HDAC4;FOXC1;NSD1;BRAF;PIK3R1;MTOR
Hypotrophic midface	9/158	2.723257716690775E-4	0.051292559093870746	0	0	4.603060611600031	37.78427605005978	RERE;CDKN1C;MECP2;HDAC4;FOXC1;NSD1;BRAF;PIK3R1;MTOR
Midface retrusion	9/158	2.723257716690775E-4	0.051292559093870746	0	0	4.603060611600031	37.78427605005978	RERE;CDKN1C;MECP2;HDAC4;FOXC1;NSD1;BRAF;PIK3R1;MTOR
Restless Legs Syndrome	6/68	2.871114954725692E-4	0.05150233349738896	0	0	7.322084367245657	59.71628364862867	ATXN2;ATXN1;MAOB;MAOA;BTBD9;MAP2K5
Spinocerebellar Ataxia Type 5	5/46	3.5184590343556387E-4	0.060245614465534954	0	0	9.201476497523595	73.17306030017292	BBS1;FOXC1;ATXN2;ATXN1;ANGPTL1
Orbital separation excessive	14/368	4.3963946980299037E-4	0.06784071455053543	0	0	3.041431261770245	23.508911900747474	MEF2C;FOXC1;INSR;BRAF;ABCC9;ARID1B;SHROOM4;MTOR;FOXP1;TBX15;COL3A1;NSD1;PEX6;PAFAH1B1
Body mass index	14/370	4.639300988766419E-4	0.06784071455053543	0	0	3.024032459425718	23.211797789466356	ADH1B;EYA2;INSR;FAM13A;RAB27B;ATP2B1;FHIT;SMG6;TBX15;GON4L;SIK3;ATP13A2;MAP2K5;CPEB4
Finding of body mass index	14/370	4.639300988766419E-4	0.06784071455053543	0	0	3.024032459425718	23.211797789466356	ADH1B;EYA2;INSR;FAM13A;RAB27B;ATP2B1;FHIT;SMG6;TBX15;GON4L;SIK3;ATP13A2;MAP2K5;CPEB4
Gambling, Pathological	3/12	4.6823960135755806E-4	0.06784071455053543	0	0	25.0	191.66326060862912	MAOB;MAOA;LMO3
Bulging forehead	7/105	5.109786509256391E-4	0.0687448777870315	0	0	5.415333701047987	41.0438037597171	CDKN1C;NSD1;BRAF;ABCC9;PIK3R1;GNS;FOXP1
Prominent forehead	7/105	5.109786509256391E-4	0.0687448777870315	0	0	5.415333701047987	41.0438037597171	CDKN1C;NSD1;BRAF;ABCC9;PIK3R1;GNS;FOXP1
Small nose	9/176	5.992897693478965E-4	0.07112235831143901	0	0	4.103147790023066	30.444393682013285	CDKN1C;MEF2C;NFIA;PEX6;BRAF;HDAC6;MTOR;FOXP1;PAFAH1B1
Thick lower lip vermilion	6/78	6.032672715159098E-4	0.07112235831143901	0	0	6.301923076923077	46.71710246360414	INSR;IDS;ABCC9;BRAF;ARID1B;GNS
Full lower lip	6/78	6.032672715159098E-4	0.07112235831143901	0	0	6.301923076923077	46.71710246360414	INSR;IDS;ABCC9;BRAF;ARID1B;GNS
Hydrocephalus	11/253	6.041718784088262E-4	0.07112235831143901	0	0	3.4745098039215687	25.75185695912743	CDKN1C;TBX15;FOXC1;NFIA;NSD1;MBOAT7;OGDH;IDS;BRAF;HDAC6;PAFAH1B1
Short nose	9/179	6.765790929489163E-4	0.07385951967412033	0	0	4.030121309224079	29.41368401577025	CDKN1C;MEF2C;NFIA;PEX6;BRAF;HDAC6;MTOR;FOXP1;PAFAH1B1
Autism Spectrum Disorders	18/572	6.870861657231909E-4	0.07385951967412033	0	0	2.5128100617212064	18.300923456984908	MEF2A;RERE;MEF2C;FOXC1;MAOB;MAOA;SFSWAP;HGF;FHIT;ARID1B;ARHGAP24;MTOR;FOXP1;MECP2;SLC16A7;DIP2A;PAFAH1B1;FKBP5
Impaired cognition	20/671	6.90415503906077E-4	0.07385951967412033	0	0	2.3832003296991497	17.345449063546877	MEF2A;BBS1;MEF2C;MAOA;INSR;HGF;BRAF;TTC19;HDAC6;MTOR;FOXP1;DSTYK;COL3A1;ATXN1;NFIA;NFIC;ZNF407;PEX6;PMP22;ATP13A2
Antisocial Personality Disorder	4/31	7.254585155143223E-4	0.07385951967412033	0	0	11.143341815097541	80.55194928059622	MAOB;ADH1B;MAOA;SRSF5
Large hand	4/31	7.254585155143223E-4	0.07385951967412033	0	0	11.143341815097541	80.55194928059622	NSD1;INSR;PEX6;ABCC9
ovarian neoplasm	25/938	7.82287309442284E-4	0.07630690792783863	0	0	2.138429235614658	15.296801219659777	CDKN1C;CHIC1;POP4;PIK3R1;WASL;FHIT;HDAC6;AKAP13;HPGDS;PRKCI;IGFBP5;IL11RA;EYA2;INSR;NR1H2;HGF;BRAF;IL16;ARHGAP24;DCN;MTOR;FOXP1;TGFBR3;DLC1;SIK3
Delayed bone age	9/183	7.921142604683601E-4	0.07630690792783863	0	0	3.9366697973970215	28.110991011559346	CDKN1C;GHR;MECP2;INSR;NSD1;BRAF;ABCC9;PIK3R1;ARID1B
Brugada Syndrome (disorder)	5/55	8.102671401947293E-4	0.07630690792783863	0	0	7.54176245210728	53.683370469595545	SEMA3A;AKAP9;IDS;ABCC9;SRSF5
Late tooth eruption	6/84	8.935648704758371E-4	0.08209899675810924	0	0	5.815384615384615	40.825695901891976	GHR;IL11RA;IDS;PIK3R1;ARID1B;EDA2R
Postnatal growth retardation	6/86	0.0010110085408195036	0.08962999772435142	0	0	5.669423076923077	39.10091614540961	CDKN1C;MECP2;INSR;COG1;BRAF;ARID1B
Systolic Pressure	7/118	0.0010231191670154263	0.08962999772435142	0	0	4.777940102264426	32.895636518083	INSR;SIK3;EBF2;ATP2B1;FHIT;ARHGAP24;HIPK2
Presenile dementia	13/362	0.0011835069672583491	0.10132433512868638	0	0	2.854060726865012	19.234295087697948	NAA50;MEF2C;MAOB;MAOA;INSR;NR1H2;LMO3;TOM1L2;ATXN2;ATXN1;ATP13A2;SRSF5;PAFAH1B1
Profound Mental Retardation	9/196	0.0012832730471114993	0.10522971932962993	0	0	3.660563057907988	24.373278543811974	MECP2;HDAC4;MEF2C;TMEM135;GON4L;NSD1;PEX6;IDS;SHROOM4
Mammary Neoplasms	49/2387	0.0012849925906989585	0.10522971932962993	0	0	1.6801236237203014	11.184586872156613	ITSN2;CDKN1C;NUMA1;WASL;LSP1;MECP2;GHR;AKAP13;VPS39;RBM5;MEF2A;PRKCI;EGFL7;IGFBP5;IL11RA;HGF;DCN;FOXP1;CEACAM1;AKAP9;UTS2;SRSF5;FKBP5;HPGD;ADH1B;SEMA3A;PIK3R1;FHIT;HDAC6;CALD1;SAFB2;RAI2;SASH1;GSN;INSR;MIB2;RAB27B;BRAF;ATP2B1;PUM1;ARHGAP24;MTOR;HIPK2;AIMP2;SON;DLC1;NFIC;PMP22;OGT
Hernia, Inguinal	7/124	0.0013659272177103414	0.10592092441338709	0	0	4.531531531531532	29.889627618834655	COL3A1;NFIA;INSR;NSD1;IDS;PIK3R1;ARID1B
Heart failure	22/815	0.0013731216145933165	0.10592092441338709	0	0	2.153587745229777	14.193583087414494	MEF2A;HDAC4;MEF2C;FOXC1;GSN;NPR1;HGF;IL16;ABCC9;ATP2B1;FSTL1;DCN;MTOR;MECP2;AIMP2;ATXN1;SGCD;GOLGB1;SIK3;IDS;UTS2;OGT
Alcohol problem	3/17	0.0013777874425951598	0.10592092441338709	0	0	16.067354698533407	105.84010591710908	ADH1B;MAOA;LMO3
Slowed saccades	3/18	0.0016371829532615236	0.12092682715561097	0	0	14.995437262357415	96.19240443286807	ATXN2;ATXN1;ATP13A2
Oppositional Defiant Disorder	3/18	0.0016371829532615236	0.12092682715561097	0	0	14.995437262357415	96.19240443286807	MAOB;MAOA;LMO3
Glomerular filtration rate finding	5/65	0.001727590845327222	0.12295554321026742	0	0	6.281609195402299	39.95748830830956	SLC7A6;ATXN2;SORT1;PIP5K1B;DNAJC16
Congestive heart failure	23/884	0.0017299293310709246	0.12295554321026742	0	0	2.074719318621758	13.194540002561709	MEF2A;HDAC4;MEF2C;FOXC1;GSN;PPP1R12A;NPR1;HGF;IL16;ABCC9;ATP11A;FSTL1;DCN;MTOR;MECP2;AIMP2;COL3A1;ATXN1;SGCD;GOLGB1;IDS;UTS2;OGT
Werner Syndrome	6/96	0.0017857815016559537	0.12457479475440698	0	0	5.036923076923077	31.873141224388615	MECP2;AIMP2;COL3A1;INSR;DCN;MTOR
Rhizomelia	4/40	0.0019188174484482926	0.13142155142372214	0	0	8.353689567430026	52.26106783220467	TBX15;COG1;HDAC6;MTOR
Cerebral atrophy	12/338	0.0019921754457820754	0.13400937329037638	0	0	2.8126177479348824	17.490342355259738	MECP2;RERE;CEACAM1;ATXN1;ADH1B;ROGDI;BRAF;ABCC9;ATP13A2;PTPN23;TTC19;PAFAH1B1
Nephrolithiasis	6/99	0.002088506941468651	0.1380246605002177	0	0	4.873697270471464	30.077076478194293	CDKN1C;MECP2;USP8;PDE1A;NSD1;HIPK2
High forehead	7/134	0.0021299663003634434	0.13833763885291536	0	0	4.172589912747393	25.668309068259752	GHR;MEF2C;PEX6;NSD1;BRAF;MTOR;PAFAH1B1
Dementia	14/436	0.002213937648044711	0.1408095327267573	0	0	2.5423907319641916	15.541590326407901	NAA50;MEF2C;MAOA;NR1H2;LMO3;ROGDI;MECP2;TOM1L2;HPGDS;ATXN2;ATXN1;ATP13A2;SRSF5;PAFAH1B1
Squamous cell carcinoma of penis	3/20	0.0022427852305828082	0.1408095327267573	0	0	13.229926191008722	80.70303634853826	BRAF;FHIT;MTOR
Mental Retardation, Psychosocial	7/138	0.0025144952496453784	0.14353679427538724	0	0	4.044357334433671	24.208241717295547	MECP2;HDAC4;MEF2C;TMEM135;GON4L;PEX6;NSD1
Saccular Aneurysm	2/6	0.0025517686912307955	0.14353679427538724	0	0	37.36742424242424	223.119715164246	TGFBR3;COL3A1
Visual Pathway Glioma	2/6	0.0025517686912307955	0.14353679427538724	0	0	37.36742424242424	223.119715164246	BRAF;MTOR
Dilated fourth ventricle	2/6	0.0025517686912307955	0.14353679427538724	0	0	37.36742424242424	223.119715164246	ATXN2;ATXN1
Ossifying fibromyxoid tumor	2/6	0.0025517686912307955	0.14353679427538724	0	0	37.36742424242424	223.119715164246	PHF1;CREB3L2
Small chin	3/21	0.0025910544228102818	0.14353679427538724	0	0	12.494296577946768	74.41216184749106	MEF2C;NFIA;MTOR
Abnormal hair quantity	3/21	0.0025910544228102818	0.14353679427538724	0	0	12.494296577946768	74.41216184749106	HPGD;PEX6;BRAF
Olivopontocerebellar Atrophies	3/21	0.0025910544228102818	0.14353679427538724	0	0	12.494296577946768	74.41216184749106	ATXN2;ATXN1;TTC19
Macrostomia	6/104	0.0026771716253728593	0.1461580509098487	0	0	4.623861852433281	27.387107883372217	MECP2;INSR;ABCC9;GNS;ARID1B;MTOR
Acid reflux	7/140	0.002725737301375402	0.14668360591830198	0	0	3.983133509449299	23.52046837067667	RERE;MECP2;FAM13A;BRAF;ATP11A;KIAA0319L;SHROOM4
Short lower third of face	3/22	0.002970916631495668	0.14950073801413774	0	0	11.836101660996597	68.87291137947287	MEF2C;NFIA;MTOR
Downward slant of palpebral fissure	9/222	0.0029923431241290913	0.14950073801413774	0	0	3.209459089165342	18.65240871848501	MECP2;RERE;SON;NSD1;BRAF;ARID1B;MTOR;PAFAH1B1;FOXP1
Malnutrition	9/225	0.003270470507133332	0.14950073801413774	0	0	3.164396887159533	18.109278282313312	MECP2;GHR;HPGDS;MAOB;MAOA;INSR;NR1H2;SAA1;MTOR
Clubbed Fingers	3/23	0.0033832645439353087	0.14950073801413774	0	0	11.243726235741445	63.96459377833129	HPGD;FAM13A;ATP11A
Enlarged kidney	3/23	0.0033832645439353087	0.14950073801413774	0	0	11.243726235741445	63.96459377833129	CDKN1C;NSD1;SAA1
Global developmental delay	26/1102	0.003383668509618785	0.14950073801413774	0	0	1.8785161090458489	10.68649267320726	RERE;HDAC4;CEP104;MAOB;DGKB;DHTKD1;MECP2;NSD1;BBS1;MEF2C;INSR;MBOAT7;COG1;BRAF;ARID1B;TTC19;SHROOM4;FOXP1;COL3A1;SON;NFIA;PEX6;OGDH;STT3A;PMP22;PAFAH1B1
Systemic arterial pressure	5/76	0.0034340939476512405	0.14950073801413774	0	0	5.305434137391398	30.103044748928745	ATXN2;LSP1;MAP4;ATP2B1;FHIT
Blood Pressure	5/76	0.0034340939476512405	0.14950073801413774	0	0	5.305434137391398	30.103044748928745	ATXN2;LSP1;MAP4;ATP2B1;FHIT
Blood pressure finding	5/76	0.0034340939476512405	0.14950073801413774	0	0	5.305434137391398	30.103044748928745	ATXN2;LSP1;MAP4;ATP2B1;FHIT
Familial dilated cardiomyopathy	5/76	0.0034340939476512405	0.14950073801413774	0	0	5.305434137391398	30.103044748928745	MEF2A;SGCD;CALD1;LAMA4;ABCC9
Weight Gain	6/110	0.003538453006420044	0.14950073801413774	0	0	4.355769230769231	24.58424749988011	GSN;IGFBP5;NSD1;MAP4;FAM126B;FSTL1
Alcohol-Related Disorders	2/7	0.003541176645642669	0.14950073801413774	0	0	29.89242424242424	168.69180477245845	ADH1B;NPR1
Chromosome 17 trisomy	2/7	0.003541176645642669	0.14950073801413774	0	0	29.89242424242424	168.69180477245845	PMP22;BRAF
Desmoplastic infantile astrocytoma	2/7	0.003541176645642669	0.14950073801413774	0	0	29.89242424242424	168.69180477245845	BRAF;HDAC6
Heparan sulfate excretion in urine	2/7	0.003541176645642669	0.14950073801413774	0	0	29.89242424242424	168.69180477245845	IDS;GNS
Impaired horizontal smooth pursuit	2/7	0.003541176645642669	0.14950073801413774	0	0	29.89242424242424	168.69180477245845	ATXN2;ATXN1
Diabetic Nephropathy	16/561	0.003594664485589247	0.14950073801413774	0	0	2.2533871559633027	12.682749341084689	HDAC4;FOXC1;CALCRL;ADH1B;INSR;HGF;SEMA3A;PIK3R1;ACACB;DCN;GHR;HPGDS;CALD1;SAA1;UTS2;SASH1
Hydronephrosis	6/111	0.0036999160020995425	0.14950073801413774	0	0	4.314065934065934	24.15637562186777	CDKN1C;TBX15;NFIA;PEX6;BRAF;ARID1B
Corneal Neovascularization	4/48	0.0037604204516521874	0.14950073801413774	0	0	6.8320610687022905	38.144930782425405	CEACAM1;INSR;DCN;ANGPTL1
Cryptorchidism	13/414	0.003799690450922612	0.14950073801413774	0	0	2.477294905029915	13.805557426355591	CDKN1C;RERE;NUMA1;SEMA3A;BRAF;ATP2B1;ARID1B;MECP2;TGFBR3;COL3A1;NSD1;PEX6;STT3A
Childhood Solid Neoplasm	3/24	0.0038289382980989527	0.14950073801413774	0	0	10.70776751765345	59.590522153015485	INSR;BRAF;HDAC6
Elastosis perforans serpiginosa	3/24	0.0038289382980989527	0.14950073801413774	0	0	10.70776751765345	59.590522153015485	MAOB;INSR;MTOR
Inattention	3/24	0.0038289382980989527	0.14950073801413774	0	0	10.70776751765345	59.590522153015485	MAOA;LMO3;MAP2K5
Norrie disease	3/24	0.0038289382980989527	0.14950073801413774	0	0	10.70776751765345	59.590522153015485	MAOB;MAOA;FZD4
Stereotyped Behavior	5/78	0.0038410220529284597	0.14950073801413774	0	0	5.15955492573348	28.697531116465925	RERE;MECP2;MEF2C;LMO3;FOXP1
Dyskinetic syndrome	5/78	0.0038410220529284597	0.14950073801413774	0	0	5.15955492573348	28.697531116465925	MEF2C;ATXN2;MAOB;MAOA;MTOR
Low-set, posteriorly rotated ears	7/149	0.003849634082126722	0.14950073801413774	0	0	3.728968405024743	20.732233438733328	RERE;INSR;PEX6;NSD1;COG1;BRAF;ARID1B
Malignant neoplasm of prostate	60/3239	0.004033754336767412	0.15420199353330147	0	0	1.516780327207982	8.362097522002177	ITSN2;CDKN1C;RERE;PRDM2;IKZF5;GHR;AKAP13;HPGDS;SLC16A7;PRKCI;PPP1R12A;IGFBP5;IL11RA;HGF;IL16;FRS3;DCN;FOXP1;TGFBR3;SLC7A6;CEACAM1;SRSF5;FKBP5;HDAC4;IGSF8;FOXC1;COL15A1;HPGD;MAOA;NPR1;SEMA3A;TSHZ2;FOXK1;PIK3R1;RCHY1;FSTL1;FHIT;HDAC6;ABR;CALD1;NSD1;MAP2K5;GSN;FZD4;SORT1;INSR;NR1H2;RAB27B;BRAF;HOOK3;TPD52L1;ARHGAP24;MTOR;HIPK2;AIMP2;TBX15;DLC1;NFIC;HOXD3;OGT
Antisocial behavior	4/49	0.004052561019324886	0.15420199353330147	0	0	6.679898218829517	36.795593079677495	MAOB;ADH1B;MAOA;LMO3
Obesity	40/1961	0.004186552520901527	0.15728805657017522	0	0	1.6411990436396973	8.987005196893591	HDAC4;ZNF197;CALCRL;MAOA;ADH1B;NPR1;PIK3R1;ACACB;GHR;HPGDS;ATXN2;ATXN1;CALD1;NSD1;SLC16A7;MAP2K5;BBS1;PRKCI;FZD4;SORT1;INSR;NR1H2;LMO3;HGF;SYVN1;BRAF;ATP2B1;SORBS3;CRLS1;PDGFRL;ARHGAP24;DCN;MTOR;AIMP2;TBX15;CEACAM1;SIK3;SAA1;UTS2;OSBPL1A
Joint hyperflexibility	6/114	0.004217173802385903	0.15728805657017522	0	0	4.193589743589744	22.933023314863608	HDAC4;COL3A1;BRAF;ABCC9;PIK3R1;ARID1B
Depressed nasal ridge	5/80	0.004281360912784898	0.15758227828391064	0	0	5.021455938697318	27.38443137416005	RERE;NSD1;ARID1B;EDA2R;HDAC6
Excessive wrinkled skin	3/25	0.004308727014399468	0.15758227828391064	0	0	10.220532319391635	55.67239216201582	COL3A1;BRAF;PIK3R1
Lymphedema	4/50	0.004359667683779656	0.15791219389228814	0	0	6.534351145038168	35.516547205567086	HGF;ABCC9;BRAF;PAFAH1B1
Mean Corpuscular Volume (result)	8/194	0.00454052864742008	0.16015133746168514	0	0	3.258814703675919	17.580366238732413	AKAP13;MEF2C;ATXN2;EPB41L2;PIK3R1;ATP11A;CPEB4;FOXP1
Retinal Neovascularization	2/8	0.004680245133125118	0.16015133746168514	0	0	24.90909090909091	133.62244662591715	FZD4;HGF
Rett Syndrome, Atypical	2/8	0.004680245133125118	0.16015133746168514	0	0	24.90909090909091	133.62244662591715	MECP2;MEF2C
Adrenocortical cytomegaly	2/8	0.004680245133125118	0.16015133746168514	0	0	24.90909090909091	133.62244662591715	CDKN1C;NSD1
Overgrowth of external genitalia	2/8	0.004680245133125118	0.16015133746168514	0	0	24.90909090909091	133.62244662591715	CDKN1C;NSD1
Pancreatic hyperplasia	2/8	0.004680245133125118	0.16015133746168514	0	0	24.90909090909091	133.62244662591715	CDKN1C;NSD1
Endometrial Neoplasms	9/238	0.0047190863971985795	0.16015133746168514	0	0	2.9827706319134113	15.976137265522887	CDKN1C;CEACAM1;BRAF;ABCC9;PIK3R1;FSTL1;FHIT;DCN;MTOR
Anteverted nostril	10/283	0.0047699616687585525	0.16043255005547738	0	0	2.7845982142857144	14.88483866069705	RERE;HDAC4;MEF2C;NFIA;NSD1;PEX6;BRAF;ABCC9;GNS;PAFAH1B1
Malignant Uterine Corpus Neoplasm	3/26	0.004823370296240119	0.16079323810563298	0	0	9.775665399239545	52.146159532430104	BRAF;PIK3R1;MTOR
Generalized hirsutism	4/52	0.005020157204073779	0.1658853700679467	0	0	6.261450381679389	33.149959376220615	USP8;INSR;ABCC9;ARID1B
Prostatic Neoplasms	33/1554	0.00514494969961084	0.16853065668203507	0	0	1.695939253879168	8.937158391723734	ITSN2;IGSF8;FOXC1;COL15A1;HPGD;MAOA;PIK3R1;RCHY1;FHIT;HDAC6;MECP2;GHR;ADAMTS15;ABR;AKAP13;HPGDS;MAP2K5;IGFBP5;IL11RA;INSR;HGF;BRAF;IL16;TPD52L1;DCN;MTOR;FOXP1;TGFBR3;CEACAM1;DLC1;NFIC;HOXD3;FKBP5
Vitiligo	9/243	0.005393222513283555	0.17184263379522277	0	0	2.9182879377431905	15.24108619794704	RERE;AIMP2;DSTYK;HPGDS;ATXN2;NR1H2;HGF;BRAF;FOXP1
Malignant neoplasm of urinary bladder	26/1144	0.005494318649204613	0.17184263379522277	0	0	1.8038759689922481	9.387443948661984	CDKN1C;HDAC4;NUMA1;ADH1B;PRDM2;PIK3R1;FHIT;HPGDS;CALD1;MAP4;GSN;URGCP;IGFBP5;FZD4;NR1H2;HGF;PRRC2C;RAB27B;BRAF;SYN3;PODN;ARHGAP24;DCN;MTOR;HIPK2;CEACAM1
Intellectual Disability	48/2503	0.0055952709393318496	0.17184263379522277	0	0	1.549715054466638	8.036564265255684	CDKN1C;RERE;HDAC4;CEP104;FOXC1;MAOB;HPGD;MAOA;ROGDI;PIK3R1;PTPN23;GNS;HDAC6;DHTKD1;MECP2;ATXN1;NSD1;ZNF407;WWC3;IDS;NAA50;BBS1;MEF2C;PPP1R12A;IL11RA;INSR;MBOAT7;COG1;BRAF;ABCC9;ARID1B;TTC19;SHROOM4;MTOR;FOXP1;TBX15;COL3A1;TMEM135;DLG2;SON;GON4L;NFIA;PEX6;STT3A;PMP22;ATP13A2;OGT;PAFAH1B1
Fanconi Anemia	10/290	0.0056435766691696	0.17184263379522277	0	0	2.7140066964285716	14.051056574366452	HPGDS;ATXN1;INSR;PHF1;SAA1;FSTL1;FHIT;ARHGAP24;MTOR;PAFAH1B1
Degenerative polyarthritis	23/976	0.0058232707894112	0.17184263379522277	0	0	1.8652943487967388	9.598605475233278	HDAC4;COL15A1;ACAA2;CALCRL;HPGD;FZD4;HGF;SEMA3A;IL16;PIK3R1;FSTL1;FOXP1;MECP2;GHR;TGFBR3;ADAMTS15;AIMP2;COL3A1;HPGDS;CLEC3B;CILP;SIK3;SAA1
nervous system disorder	13/436	0.005823857461549036	0.17184263379522277	0	0	2.3457797213578897	12.070895562423901	MEF2A;MEF2C;MAOB;TTC19;HDAC6;MTOR;MECP2;ATXN2;ATXN1;PEX6;OGDH;PMP22;PAFAH1B1
Gastroesophageal reflux disease	9/246	0.005832102102941482	0.17184263379522277	0	0	2.880904299857164	14.820460058038941	MECP2;RERE;COL3A1;FAM13A;BRAF;ATP11A;KIAA0319L;SHROOM4;FOXP1
Pilocytic Astrocytoma	6/122	0.005856693425397559	0.17184263379522277	0	0	3.9027851458885943	20.06097950006401	HGF;PMP22;BRAF;ARHGAP24;MTOR;HIPK2
Benign Meningioma	3/28	0.005959940123334458	0.17184263379522277	0	0	8.992699619771862	46.066855979224975	HGF;LMO3;PRDM2
Hyperinsulinemic hypoglycemia	3/28	0.005959940123334458	0.17184263379522277	0	0	8.992699619771862	46.066855979224975	CDKN1C;INSR;MTOR
Bruxism	2/9	0.00596484844612917	0.17184263379522277	0	0	21.3495670995671	109.34974206016729	MECP2;SHROOM4
Chronic acquired lymphedema	2/9	0.00596484844612917	0.17184263379522277	0	0	21.3495670995671	109.34974206016729	CALCRL;HGF
Long clavicle	2/9	0.00596484844612917	0.17184263379522277	0	0	21.3495670995671	109.34974206016729	TBX15;HPGD
Ovarian cancer stage III	2/9	0.00596484844612917	0.17184263379522277	0	0	21.3495670995671	109.34974206016729	HGF;ARHGAP24
Premature tooth eruption	2/9	0.00596484844612917	0.17184263379522277	0	0	21.3495670995671	109.34974206016729	INSR;NSD1
Hodgkin Disease	16/592	0.005975945056324445	0.17184263379522277	0	0	2.1286666666666667	10.898801059747486	MEF2A;FOXC1;COL15A1;IL11RA;HGF;EBF1;PIK3R1;FHIT;ARHGAP24;HDAC6;MTOR;FOXP1;HPGDS;DLC1;SRSF5;PAFAH1B1
Heartburn	7/162	0.00605401295656986	0.17276868793483835	0	0	3.413949433304272	17.435155585105843	RERE;MECP2;FAM13A;BRAF;ATP11A;KIAA0319L;SHROOM4
Dilated ventricles (finding)	8/204	0.006110193623299836	0.1730608975862442	0	0	3.090966619205822	15.75711979199468	MECP2;RERE;MEF2C;SON;NFIA;NSD1;ROGDI;PAFAH1B1
Blepharophimosis	5/88	0.006405776022052649	0.1800787930975547	0	0	4.535613719244795	22.907367419464396	RERE;MECP2;TBX15;ABCC9;ARID1B
Myotonic Dystrophy	6/125	0.006577455315072618	0.1821438960739693	0	0	3.8038138332255977	19.11076899446775	MEF2A;MEF2C;INSR;PMP22;WASL;ATP2B1
